fetched_at,match_time,match_date,home_team,away_team,home_status,away_status,team,side,pos,name,player_id,status,profile_url
2026-06-26T10:59:11Z,June 263:00 PM ET,2026-06-26,NOR,FRA,Predicted Lineup,Predicted Lineup,NOR,home,GK,Orjan Nyland,19899,,https://www.rotowire.com/soccer/player/orjan-nyland-19899
2026-06-26T10:59:11Z,June 263:00 PM ET,2026-06-26,NOR,FRA,Predicted Lineup,Predicted Lineup,NOR,home,DL,Fredrik Andre Bjorkan,36341,,https://www.rotowire.com/soccer/player/fredrik-andre-bjorkan-36341
2026-06-26T10:59:11Z,June 263:00 PM ET,2026-06-26,NOR,FRA,Predicted Lineup,Predicted Lineup,NOR,home,DC,Kristoffer Ajer,22869,,https://www.rotowire.com/soccer/player/kristoffer-ajer-22869
2026-06-26T10:59:11Z,June 263:00 PM ET,2026-06-26,NOR,FRA,Predicted Lineup,Predicted Lineup,NOR,home,DC,Leo Ostigard,32919,,https://www.rotowire.com/soccer/player/leo-ostigard-32919
2026-06-26T10:59:11Z,June 263:00 PM ET,2026-06-26,NOR,FRA,Predicted Lineup,Predicted Lineup,NOR,home,DR,Marcus Pedersen,33845,,https://www.rotowire.com/soccer/player/marcus-pedersen-33845
2026-06-26T10:59:11Z,June 263:00 PM ET,2026-06-26,NOR,FRA,Predicted Lineup,Predicted Lineup,NOR,home,MC,Patrick Berg,36193,,https://www.rotowire.com/soccer/player/patrick-berg-36193
2026-06-26T10:59:11Z,June 263:00 PM ET,2026-06-26,NOR,FRA,Predicted Lineup,Predicted Lineup,NOR,home,MC,Martin Odegaard,18746,,https://www.rotowire.com/soccer/player/martin-odegaard-18746
2026-06-26T10:59:11Z,June 263:00 PM ET,2026-06-26,NOR,FRA,Predicted Lineup,Predicted Lineup,NOR,home,MC,Sander Berge,29740,,https://www.rotowire.com/soccer/player/sander-berge-29740
2026-06-26T10:59:11Z,June 263:00 PM ET,2026-06-26,NOR,FRA,Predicted Lineup,Predicted Lineup,NOR,home,FWL,Andreas Schjelderup,38813,,https://www.rotowire.com/soccer/player/andreas-schjelderup-38813
2026-06-26T10:59:11Z,June 263:00 PM ET,2026-06-26,NOR,FRA,Predicted Lineup,Predicted Lineup,NOR,home,FWR,Oscar Bobb,37935,,https://www.rotowire.com/soccer/player/oscar-bobb-37935
2026-06-26T10:59:11Z,June 263:00 PM ET,2026-06-26,NOR,FRA,Predicted Lineup,Predicted Lineup,NOR,home,FW,Jorgen Strand Larsen,38069,,https://www.rotowire.com/soccer/player/jorgen-strand-larsen-38069
2026-06-26T10:59:11Z,June 263:00 PM ET,2026-06-26,NOR,FRA,Predicted Lineup,Predicted Lineup,FRA,away,GK,Mike Maignan,18437,,https://www.rotowire.com/soccer/player/mike-maignan-18437
2026-06-26T10:59:11Z,June 263:00 PM ET,2026-06-26,NOR,FRA,Predicted Lineup,Predicted Lineup,FRA,away,DL,Theo Hernandez,22398,,https://www.rotowire.com/soccer/player/theo-hernandez-22398
2026-06-26T10:59:11Z,June 263:00 PM ET,2026-06-26,NOR,FRA,Predicted Lineup,Predicted Lineup,FRA,away,DC,Maxence Lacroix,32878,,https://www.rotowire.com/soccer/player/maxence-lacroix-32878
2026-06-26T10:59:11Z,June 263:00 PM ET,2026-06-26,NOR,FRA,Predicted Lineup,Predicted Lineup,FRA,away,DC,Dayot Upamecano,23324,,https://www.rotowire.com/soccer/player/dayot-upamecano-23324
2026-06-26T10:59:11Z,June 263:00 PM ET,2026-06-26,NOR,FRA,Predicted Lineup,Predicted Lineup,FRA,away,DR,Jules Kounde,25317,,https://www.rotowire.com/soccer/player/jules-kounde-25317
2026-06-26T10:59:11Z,June 263:00 PM ET,2026-06-26,NOR,FRA,Predicted Lineup,Predicted Lineup,FRA,away,DMC,Aurelien Tchouameni,26546,,https://www.rotowire.com/soccer/player/aurelien-tchouameni-26546
2026-06-26T10:59:11Z,June 263:00 PM ET,2026-06-26,NOR,FRA,Predicted Lineup,Predicted Lineup,FRA,away,DMC,Manu Kone,27124,,https://www.rotowire.com/soccer/player/manu-kone-27124
2026-06-26T10:59:11Z,June 263:00 PM ET,2026-06-26,NOR,FRA,Predicted Lineup,Predicted Lineup,FRA,away,AML,Desire Doue,36484,,https://www.rotowire.com/soccer/player/desire-doue-36484
2026-06-26T10:59:11Z,June 263:00 PM ET,2026-06-26,NOR,FRA,Predicted Lineup,Predicted Lineup,FRA,away,AMC,Michael Olise,31393,,https://www.rotowire.com/soccer/player/michael-olise-31393
2026-06-26T10:59:11Z,June 263:00 PM ET,2026-06-26,NOR,FRA,Predicted Lineup,Predicted Lineup,FRA,away,AMR,Ousmane Dembele,20403,,https://www.rotowire.com/soccer/player/ousmane-dembele-20403
